Xrhsths{onomaXrhsth='515501', onoma='Αλεξανδρος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='924901', email='acdem515501@academia.gr', roloi=[FOITITIS]}
Xrhsths{onomaXrhsth='361575', onoma='Τζουλια', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='664894', email='acdem361575@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='981844', onoma='Φιλιππος', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='130216', email='acdem981844@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='680599', onoma='Τζουλια', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='736425', email='acdem680599@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='990799', onoma='Ελισαβετ', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='400308', email='acdem990799@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='086219', onoma='Ραδιον', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2001-12-09, kwdikos='599687', email='acdem086219@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='891757', onoma='Φιλιππος', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2005-12-09, kwdikos='845657', email='acdem891757@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='346871', onoma='Νατασσα', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='871389', email='acdem346871@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='804070', onoma='Ελλη', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='892988', email='acdem804070@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='651168', onoma='Μανωλης', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2002-12-09, kwdikos='363879', email='acdem651168@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='409176', onoma='Ελισαβετ', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2001-12-09, kwdikos='684701', email='acdem409176@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='662067', onoma='Μανωλης', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2004-12-09, kwdikos='042450', email='acdem662067@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='016367', onoma='Ολγα', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='915224', email='acdem016367@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='445276', onoma='Ραδιον', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2005-12-09, kwdikos='442165', email='acdem445276@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='093325', onoma='Νατασσα', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='024247', email='acdem093325@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='070684', onoma='Εση', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='879431', email='acdem070684@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='853237', onoma='Εση', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2002-12-09, kwdikos='446490', email='acdem853237@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='583026', onoma='Αλεξανδρος', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='728392', email='acdem583026@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='190453', onoma='Μανωλης', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='511945', email='acdem190453@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='554707', onoma='Ολγα', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='005830', email='acdem554707@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='106297', onoma='Φιλιππος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='098704', email='acdem106297@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='943398', onoma='Μαρια', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2001-12-09, kwdikos='352035', email='acdem943398@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='972712', onoma='Αννα', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='517996', email='acdem972712@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='300887', onoma='Ελισαβετ', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='805777', email='acdem300887@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='750491', onoma='Αλεξανδρος', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2005-12-09, kwdikos='963236', email='acdem750491@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='427612', onoma='Τζουλια', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='500930', email='acdem427612@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='853496', onoma='Ολγα', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2001-12-09, kwdikos='670589', email='acdem853496@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='633748', onoma='Αλεξανδρος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='343307', email='acdem633748@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='559157', onoma='Νατασσα', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='453065', email='acdem559157@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='503595', onoma='Ραδιον', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='039680', email='acdem503595@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='506621', onoma='Ελισαβετ', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2003-12-09, kwdikos='680831', email='acdem506621@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='759055', onoma='Βασιλης', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='492277', email='acdem759055@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='689306', onoma='Γιωργος', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='877045', email='acdem689306@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='730616', onoma='Βασιλης', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='940639', email='acdem730616@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='772015', onoma='Ολγα', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='959813', email='acdem772015@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='118262', onoma='Τζον', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2002-12-09, kwdikos='154535', email='acdem118262@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='322421', onoma='Μαρια', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='012250', email='acdem322421@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='996954', onoma='Νατασσα', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2002-12-09, kwdikos='370273', email='acdem996954@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='901188', onoma='Μανωλης', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='465791', email='acdem901188@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='039221', onoma='Ραδιον', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='603965', email='acdem039221@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='293475', onoma='Ελλη', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2001-12-09, kwdikos='886603', email='acdem293475@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='091169', onoma='Γιωργος', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2002-12-09, kwdikos='895914', email='acdem091169@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='292390', onoma='Ραδιον', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2002-12-09, kwdikos='707335', email='acdem292390@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='246451', onoma='Αλεξανδρος', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='945139', email='acdem246451@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='436101', onoma='Φιλιππος', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='171537', email='acdem436101@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='459665', onoma='Ολγα', epwnhmo='Καθαριος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='300633', email='acdem459665@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='887029', onoma='Ραδιον', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='141249', email='acdem887029@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='642481', onoma='Αλεξανδρος', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='962084', email='acdem642481@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='417824', onoma='Τζεραρ', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='518342', email='acdem417824@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='967126', onoma='Ελισαβετ', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='841471', email='acdem967126@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='495736', onoma='Τζεραρ', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='384103', email='acdem495736@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='656873', onoma='Ελλη', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2005-12-09, kwdikos='503571', email='acdem656873@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='628187', onoma='Ολγα', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='829005', email='acdem628187@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='830324', onoma='Ελλη', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='054693', email='acdem830324@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='631111', onoma='Γιωργος', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='547281', email='acdem631111@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='321558', onoma='Ολγα', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='000246', email='acdem321558@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='415897', onoma='Εση', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='778846', email='acdem415897@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='804063', onoma='Φιλιππος', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2002-12-09, kwdikos='234251', email='acdem804063@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='808471', onoma='Ελισαβετ', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='454585', email='acdem808471@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='969595', onoma='Εση', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='671802', email='acdem969595@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='292328', onoma='Αννα', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='200347', email='acdem292328@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='294984', onoma='Μαρια', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='969864', email='acdem294984@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='263604', onoma='Τζουλια', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='721590', email='acdem263604@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='835856', onoma='Ελισαβετ', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='533923', email='acdem835856@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='836702', onoma='Νικος', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='478076', email='acdem836702@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='850172', onoma='Αννα', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2004-12-09, kwdikos='646087', email='acdem850172@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='830168', onoma='Ελλη', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='228863', email='acdem830168@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='658835', onoma='Μανωλης', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='395076', email='acdem658835@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='240722', onoma='Νικος', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='496905', email='acdem240722@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='783528', onoma='Τζον', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='551884', email='acdem783528@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='688496', onoma='Ελισαβετ', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='628938', email='acdem688496@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='531623', onoma='Γιωργος', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2003-12-09, kwdikos='295391', email='acdem531623@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='064634', onoma='Εση', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='781027', email='acdem064634@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='910045', onoma='Αλεξανδρος', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='768265', email='acdem910045@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='680764', onoma='Φιλιππος', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='720012', email='acdem680764@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='639089', onoma='Βασιλης', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='816423', email='acdem639089@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='026370', onoma='Ελλη', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2003-12-09, kwdikos='137710', email='acdem026370@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='533809', onoma='Ολγα', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2004-12-09, kwdikos='082108', email='acdem533809@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='213334', onoma='Ελλη', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='217138', email='acdem213334@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='581042', onoma='Τζον', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2001-12-09, kwdikos='646965', email='acdem581042@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='268063', onoma='Μανωλης', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='180168', email='acdem268063@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='769060', onoma='Πετρος', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='169736', email='acdem769060@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='561450', onoma='Εση', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2001-12-09, kwdikos='543885', email='acdem561450@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='033905', onoma='Μαρια', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='295970', email='acdem033905@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='411467', onoma='Ελλη', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='358300', email='acdem411467@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='373122', onoma='Μανωλης', epwnhmo='Αλεγαγλου', hmeromhniaGennhshs=2005-12-09, kwdikos='138434', email='acdem373122@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='886353', onoma='Πετρος', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='854570', email='acdem886353@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='748133', onoma='Εση', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='649545', email='acdem748133@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='227737', onoma='Τζον', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2005-12-09, kwdikos='322641', email='acdem227737@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='240736', onoma='Νατασσα', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='356850', email='acdem240736@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='224226', onoma='Αλεξανδρος', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2005-12-09, kwdikos='391039', email='acdem224226@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='090087', onoma='Ολγα', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2004-12-09, kwdikos='176595', email='acdem090087@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='763741', onoma='Μαρια', epwnhmo='Παλιδος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='193933', email='acdem763741@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='937508', onoma='Νατασσα', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2003-12-09, kwdikos='597228', email='acdem937508@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='595441', onoma='Τζον', epwnhmo='Παδαποδουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='752862', email='acdem595441@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='968036', onoma='Φιλιππος', epwnhmo='Αριουνουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='602004', email='acdem968036@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='716762', onoma='Εση', epwnhmo='Αννουλιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='572300', email='acdem716762@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='505576', onoma='Πετρος', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2005-12-09, kwdikos='140497', email='acdem505576@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='830148', onoma='Ραδιον', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='920110', email='acdem830148@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='631133', onoma='Τζον', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2002-12-09, kwdikos='947214', email='acdem631133@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='392909', onoma='Φιλιππος', epwnhmo='Αντονιδης/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='988583', email='acdem392909@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='086838', onoma='Τζον', epwnhmo='Μακρινος/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='642837', email='acdem086838@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='234027', onoma='Τζον', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2001-12-09, kwdikos='480063', email='acdem234027@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='774632', onoma='Τζουλια', epwnhmo='Ολιρηνος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='945956', email='acdem774632@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='622469', onoma='Μαρια', epwnhmo='Ανταμιδης/ου', hmeromhniaGennhshs=2005-12-09, kwdikos='946438', email='acdem622469@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='586982', onoma='Ελλη', epwnhmo='Παρασκευοπουλος/ου', hmeromhniaGennhshs=2004-12-09, kwdikos='795222', email='acdem586982@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='098830', onoma='Ολγα', epwnhmo='Πετριδης/δου', hmeromhniaGennhshs=2005-12-09, kwdikos='274050', email='acdem098830@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='583010', onoma='Τζουλια', epwnhmo='Κασιναδρου', hmeromhniaGennhshs=2002-12-09, kwdikos='684263', email='acdem583010@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='413657', onoma='Τζεραρ', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2003-12-09, kwdikos='747907', email='acdem413657@academia.gr', roloi=[FOITITIS]}


Xrhsths{onomaXrhsth='516013', onoma='Αννα', epwnhmo='Μανουλιδου', hmeromhniaGennhshs=2003-12-09, kwdikos='233601', email='acdem516013@academia.gr', roloi=[FOITITIS]}
